text,label
Does Airbnb have competitors?,human
The origin of the term was believed by early Polish historians to be linked to the name of the legendary proto-Polish leade,chatgpt
How do girls use Tinder?,human
"Can you share your thoughts on the 2014 movie ""I Am Soldier""?",chatgpt
What is the reason behind Lincoln being the only person on a U.S. coin to face towards the right instead of the left?,chatgpt
What are great 21st century comedy romance movies?,human
The Macintosh Plus was launched by Apple on January 1,chatgpt
"The Yuan dynasty adopted the ""Four Great Schools"" of the Jin dynasty in the Chinese medical tradition of the Yuan.",chatgpt
"Peretz Square, a small triangular sliver park where Houston Street, First Street and First Avenue meet marks the spot where the grid takes hold.",human
What do we mean by non-mechanical waves?,chatgpt
What's a good place to buy intimates?,human
It's the reason why our lives have significance.,chatgpt
One way of classifying predators is by trophic level.,human
"But Miss Soubry questioned whether people were really coming over here to sign on to benefits, asking: ‘Is that the real problem?’ The comments highlight on-going differences in Conservative ranks over Europe and immigration following the party’s abject failure to meet its promise to cut net migration to the tens of thousands.",human
In Sutherland shir,chatgpt
"They were edited and supplemented in 2005 with ""Feynman's Tips on Physics: A Problem-Solving Supplement to the Feynman Lectures on Physics"" by Michael Gottlieb and Ralph Leighton (Robert Leighton's son), with support from Kip Thorne and other physicists.",human
Despite his unquestionable knowledg,chatgpt
The ideal circumstances were presented to Jimmy Anderson to seek retribution against an Indian team that is attempting to have him removed from the Investec series.,chatgpt
What are some ways to break bad eating habits?,chatgpt
Is it legal for a civilian to be wearing full military camouflage uniform at the airport while travelling?,human
"Most of us have an old PC lying around, which, until now, may be destined for the scrap heap.",human
"Horrifying: Less than five days after his first trip to hospital, at 4am on May 1 Harry's father found him tragically dead in his bed .",human
Portugal’s distribution system is also now a two-way street.,human
Why it is important to switch-on the headlights on vehicle test track?,human
Can you provide information on the quality of the MS in networking program at TAMU? Additionall,chatgpt
Is the true identity of Batman the same as that of Bruce Wayne?,chatgpt
"More recently, in 2015, ""remains of biotic life"" were found in 4.1 billion-year-old rocks in Western Australia.",human
What is Female Genital Mutilation?,human
"He never thought much of ""the American system of claiming personal priority for everything.""",human
Why do people fear psychopaths?,human
Von Neumann was part of a target selection committee that included four other scientists and military personne,chatgpt
Can a fresher benefit from learning IBM SAN? ,chatgpt
The club's Community programme launched the team in the summer of 200,chatgpt
"They found that at the centre of the fleck, the paint was still a vivid red colour where the original red lead pigment had been protected from the air while the colour changed closer to the surface.",human
What is the correct sequence to watch the Marvel Universe movies up until now?,chatgpt
For which acts would a billion dollars not be enough to convince you to do them?,human
How can I add a question with picture on Quora?,human
Which is the best vloggers on YouTube?,human
Why are most guys in relationships whipped?,human
Ocean-going canoes had their planks sealed with Asphaltum.,chatgpt
How does Wikipedia earn money (other than obvious ways like donations)?,human
A report on the environmental status of the Mediterranean basin states that Israel has the largest number of plant species per square meter of all the countries in the basin.,human
Watch more on the worm » .,human
What is the most effective method to dispose of food waste?,chatgpt
Is Apple making a mistake by not making touch screen MacBook Airs?,human
Is there anything good that Arvind Kejriwal has done in Delhi which is in his control till date?,human
"Tom Parramore, service manager for the current owners of the Beeches said all the staff were now fully trained and there was regular auditing of residents’ hygiene, nutrition and medication needs.",human
What is the taste of breasts?,chatgpt
Can you provide your thoughts on Abacus?,chatgpt
I am planning to lose 10kgs in 30 days. Will I succeed? What are some diet plans or ideas?,human
How much is a zillion?,human
I can't rank my keywords I know all my keywords are high competition but I can't rank it too 2nd page or what. What should link building strategies should I use? I've been doing blogging to web 2.0 profiles,human
What is the reason behind the lack of acceptance for the new wave of ra,chatgpt
Is there any bad health effect of eating egg and curd together?,human
"Most electronic devices and larger systems (such as factories) have capacitors connected in parallel with their power circuits to conceal current fluctuations from the primary power source and provide a ""clean"" power supply for signal or control circuits.",chatgpt
"Male athletes are judged on some of the same physical abilities and skills as their female counterparts, such as hand/body-eye co-ordination, but tumbling, strength, power, and martial arts skills are the main focus, as opposed to flexibility and dance in women's rhythmic gymnastics.",human
He told Al Arabiya: 'The judge was supposed to check the facts present in the lawyer's allegations.,human
Are hotels required to check your ID?,human
How can the compilation and execution times of C programs be minimized?,chatgpt
What are the qualities which you admire in others?,human
She also alleged that he yelled to her: 'Your day is .,human
"Other religions, atheists or not specified constituted 38.8% of the population at the time.",human
What is the best car that you have ever driven?,human
Was it the right decision to nominate Kiran Bedi as CM candidate by the BJP?,human
The return of Soviet immigrants to their countries of origin has brought the proportion of Estonians in Estonia back above 70%.,human
"In a February 2010 letter, the United States Environmental Protection Agency sharply criticized these plans because of a water shortfall, sewage problems and the impact on coral reefs.",human
